,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
998,34,single,f,straight,fit,,often,,working on space camp,white,68.0,-1,other,2012-01-15-10-48,"san francisco, california",,has dogs,other and very serious about it,taurus and it&rsquo;s fun to think about,no,english
999,36,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,65.0,-1,other,2012-06-25-22-12,"san francisco, california",,likes dogs and dislikes cats,,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
1000,34,available,f,straight,fit,,socially,,graduated from masters program,white,66.0,-1,education / academia,2012-06-27-22-11,"san francisco, california",,,,,,english (fluently)
1001,23,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,74.0,-1,science / tech / engineering,2012-06-26-13-39,"berkeley, california",,likes dogs and likes cats,judaism and laughing about it,virgo but it doesn&rsquo;t matter,no,english (fluently)
1002,23,single,f,gay,a little extra,mostly anything,socially,,working on college/university,"hispanic / latin, white",67.0,-1,other,2012-06-29-00-49,"san francisco, california",,,agnosticism but not too serious about it,aries and it&rsquo;s fun to think about,,english
1003,45,single,m,straight,fit,anything,socially,,graduated from college/university,white,72.0,-1,executive / management,2012-06-29-22-45,"burlingame, california",has kids,likes dogs and likes cats,,aquarius but it doesn&rsquo;t matter,no,english (fluently)
1004,35,single,m,straight,athletic,strictly vegetarian,socially,,graduated from college/university,"native american, white",71.0,-1,science / tech / engineering,2012-06-29-23-28,"oakland, california",,has dogs and likes cats,,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), khmer (poorly)"
1005,20,single,f,straight,skinny,mostly anything,socially,sometimes,working on college/university,asian,66.0,-1,student,2011-10-17-23-35,"san francisco, california",,likes dogs and likes cats,atheism and laughing about it,capricorn and it&rsquo;s fun to think about,sometimes,english (fluently)
1006,39,available,m,bisexual,,,often,sometimes,graduated from college/university,white,66.0,100000,science / tech / engineering,2012-04-10-00-37,"san francisco, california",doesn't want kids,dislikes dogs and likes cats,atheism and very serious about it,capricorn but it doesn&rsquo;t matter,no,english (fluently)
1007,39,single,m,straight,fit,anything,socially,,college/university,,67.0,100000,entertainment / media,2012-06-29-18-38,"san francisco, california",,,catholicism and laughing about it,leo but it doesn&rsquo;t matter,no,"english, spanish (okay)"
1008,35,single,f,straight,athletic,mostly anything,socially,sometimes,graduated from med school,white,67.0,-1,medicine / health,2012-06-29-21-42,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,other but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
1009,33,single,f,straight,fit,mostly anything,socially,,graduated from law school,white,64.0,-1,executive / management,2012-06-26-17-08,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,judaism and laughing about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
1010,35,single,m,straight,average,anything,rarely,never,college/university,white,71.0,-1,science / tech / engineering,2012-05-01-10-55,"san francisco, california",,likes dogs,,,no,english
1011,32,single,m,straight,average,strictly anything,socially,,college/university,white,72.0,-1,sales / marketing / biz dev,2012-06-26-10-09,"oakland, california",doesn't have kids,likes dogs and likes cats,,aquarius and it&rsquo;s fun to think about,no,english (fluently)
1012,29,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,asian,64.0,-1,education / academia,2012-06-30-00-52,"oakland, california",doesn't have kids,likes dogs,,scorpio and it&rsquo;s fun to think about,no,"english (fluently), tagalog (poorly)"
1013,30,single,m,straight,athletic,strictly anything,socially,,graduated from masters program,"black, native american, white",69.0,-1,executive / management,2012-05-30-12-32,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)"
1014,27,seeing someone,f,straight,jacked,strictly anything,socially,,graduated from college/university,asian,62.0,-1,science / tech / engineering,2012-06-29-14-41,"san francisco, california",,likes dogs and likes cats,atheism,taurus,no,"english, lisp, chinese (poorly)"
1015,29,single,f,straight,,mostly vegetarian,socially,,law school,"hispanic / latin, white",67.0,-1,,2012-06-17-23-27,"san francisco, california",,likes dogs and likes cats,agnosticism,gemini,,"english (fluently), spanish (okay)"
1016,25,single,m,straight,average,strictly anything,often,,dropped out of college/university,"hispanic / latin, white",69.0,-1,science / tech / engineering,2012-06-27-00-07,"san francisco, california",,,atheism,sagittarius but it doesn&rsquo;t matter,yes,english (fluently)
1017,31,single,m,straight,thin,mostly anything,socially,,graduated from college/university,white,70.0,-1,artistic / musical / writer,2012-06-26-00-28,"berkeley, california","doesn't have kids, but wants them",likes dogs,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english (fluently)
1018,22,single,m,straight,average,,socially,never,working on college/university,white,70.0,-1,,2012-06-29-01-04,"palo alto, california",,,,taurus,no,english
1019,42,seeing someone,m,straight,average,,socially,sometimes,graduated from college/university,white,72.0,-1,education / academia,2012-06-29-15-34,"san francisco, california",,likes dogs and likes cats,other and laughing about it,taurus and it&rsquo;s fun to think about,no,english (fluently)
1020,30,single,f,straight,average,strictly anything,often,,graduated from college/university,other,69.0,-1,other,2012-06-29-16-28,"oakland, california","doesn't have kids, but might want them",has dogs,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (fluently)"
1021,38,single,m,straight,fit,,socially,,graduated from college/university,white,67.0,50000,other,2012-06-26-10-44,"san francisco, california",,likes dogs,atheism and laughing about it,aries and it&rsquo;s fun to think about,no,english
1022,39,single,m,straight,thin,,socially,,,white,74.0,-1,,2012-06-29-20-57,"san francisco, california",,,atheism and laughing about it,,when drinking,"english (fluently), russian (fluently), german (fluently), bulgarian (fluently), french (poorly)"
1023,47,single,m,straight,athletic,,socially,sometimes,dropped out of college/university,white,72.0,-1,,2012-06-25-11-26,"berkeley, california",doesn't want kids,has cats,other,,sometimes,english
1024,35,single,f,straight,average,,,,graduated from masters program,white,72.0,-1,,2012-06-28-22-49,"oakland, california","doesn't have kids, but wants them",has cats,agnosticism but not too serious about it,,no,english
1025,42,available,m,bisexual,average,,socially,never,dropped out of two-year college,white,71.0,-1,computer / hardware / software,2012-06-29-22-19,"berkeley, california",doesn't want kids,likes dogs and likes cats,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), french (poorly)"
1026,24,single,m,straight,fit,anything,socially,never,graduated from college/university,asian,67.0,-1,executive / management,2012-06-19-22-49,"san francisco, california",doesn't have kids,likes dogs,,,no,english (fluently)
1027,43,single,m,straight,average,,socially,never,,white,71.0,-1,sales / marketing / biz dev,2012-06-28-21-54,"walnut creek, california",,likes dogs,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about,no,english (fluently)
1028,31,single,f,straight,fit,mostly vegetarian,socially,never,graduated from masters program,white,66.0,70000,computer / hardware / software,2012-06-28-09-25,"san mateo, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity but not too serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), russian (fluently), ukrainian (fluently)"
1029,26,single,m,straight,fit,anything,socially,never,graduated from college/university,white,70.0,60000,computer / hardware / software,2012-06-24-23-19,"walnut creek, california",,,atheism,,no,"english (fluently), russian (okay), french (poorly)"
1030,27,single,f,gay,athletic,,,never,graduated from masters program,,65.0,-1,education / academia,2012-06-26-00-19,"san francisco, california",,,,,no,english
1031,38,single,f,straight,average,,socially,never,graduated from college/university,indian,67.0,-1,computer / hardware / software,2012-05-20-23-40,"menlo park, california",,likes dogs and likes cats,hinduism but not too serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), tamil (fluently)"
1032,25,single,m,straight,thin,,socially,,graduated from space camp,"asian, white, other",69.0,-1,computer / hardware / software,2012-06-05-22-33,"berkeley, california",,,,aquarius,no,"english, spanish, thai, chinese"
1033,47,single,m,straight,average,anything,socially,,graduated from college/university,white,71.0,150000,computer / hardware / software,2012-06-29-23-13,"oakland, california",,has cats,,sagittarius but it doesn&rsquo;t matter,no,english
1034,26,single,f,straight,used up,mostly anything,socially,,dropped out of space camp,,65.0,80000,computer / hardware / software,2012-06-29-21-35,"san francisco, california",,has dogs,,cancer but it doesn&rsquo;t matter,no,"english, german, spanish, c++"
1035,25,single,m,straight,average,strictly anything,socially,never,,white,66.0,-1,computer / hardware / software,2012-06-20-21-19,"san francisco, california",,,,,no,"english (fluently), farsi (fluently), french (okay)"
1036,29,single,m,straight,average,,rarely,,working on college/university,"white, other",70.0,1000000,artistic / musical / writer,2012-06-29-17-09,"san francisco, california",,has dogs and has cats,buddhism and somewhat serious about it,capricorn and it matters a lot,trying to quit,"english (fluently), polish (fluently), spanish (poorly)"
1037,36,single,m,straight,average,strictly anything,socially,never,graduated from college/university,white,71.0,-1,science / tech / engineering,2012-06-29-22-09,"daly city, california","doesn't have kids, but wants them",,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter,no,english (fluently)
1038,30,single,f,gay,curvy,,,,graduated from college/university,white,69.0,-1,computer / hardware / software,2012-06-30-00-54,"san francisco, california",,has dogs and likes cats,atheism,leo,,"english, french (poorly)"
1039,24,single,f,straight,,,,never,graduated from college/university,"middle eastern, white",62.0,-1,banking / financial / real estate,2012-06-28-22-45,"san francisco, california",,,agnosticism,capricorn,,english
1040,33,single,f,straight,,,rarely,never,,"hispanic / latin, white",65.0,-1,artistic / musical / writer,2012-06-28-18-43,"palo alto, california",has kids,,christianity,gemini,no,english
1041,31,single,m,straight,fit,,rarely,never,graduated from masters program,asian,64.0,-1,medicine / health,2012-06-26-22-34,"lafayette, california",,,,leo,no,"english, japanese"
